"the_geom","t_addl","street_nam","f_addl","x","t_zip","fullname","i_strno","z","speed","y","str_nam","id","mounttype","poletype"
"POINT (-122.25847354450951 37.86406320781166)","2,599","TELEGRAPH","2,551","565,224.486816","94704","TELEGRAPH","2,587","40.773","35","4,190,991.79603","TELEGRAPH AVE","317","Single Pole","SINGLE POLE"
"POINT (-122.28946915662651 37.86120592224938)","2,499","SAN PABLO","2,401","562,500.498006","94702","SAN PABLO","2,451","-19.266","35","4,190,653.56884","SAN PABLO AVE","318","Pole Mast","MASTARM POLE"
"POINT (-122.28971818748849 37.861177366626634)","2,499","SAN PABLO","2,401","562,478.616377","94702","SAN PABLO","2,448","-18.6","35","4,190,650.23446","SAN PABLO AVE","319","Single Pole","SINGLE POLE"
"POINT (-122.29777683401183 37.867846888250064)","0","UNIVERSITY","0","561,764.177152","94710","UNIVERSITY","824","-21.921","25","4,191,384.86519","UNIVERSITY AVE","320","Single Pole","SINGLE POLE"
"POINT (-122.29772336424061 37.867825450216365)","2,099","6TH","2,001","561,768.898074","94710","6TH","824","-22.973","35","4,191,382.52177","UNIVERSITY AVE","321","Pole Mast","MASTARM POLE"
"POINT (-122.2976487661197 37.86817838886073)","1,999","6TH","1,901","561,775.164938","94710","6TH","833","-23.673","35","4,191,421.73042","UNIVERSITY AVE","322","Pole Mast","MASTARM POLE"
"POINT (-122.29759872167968 37.8681193503166)","1,999","6TH","1,901","561,779.615548","94710","6TH","833","-21.734","35","4,191,415.21295","UNIVERSITY AVE","323","Single Pole","SINGLE POLE"
"POINT (-122.29814314214534 37.8691672014145)","1,999","6TH","1,901","561,730.85629","94710","6TH","1,904","-21.809","35","4,191,531.11343","SIXTH ST","324","Pole Mast","MASTARM POLE"
"POINT (-122.29199238838022 37.869071707136285)","1,199","UNIVERSITY","1,101","562,271.924256","94702","UNIVERSITY","2,001","-19.841","35","4,191,524.60471","SAN PABLO AVE","325","Pole Mast","MASTARM POLE"
"POINT (-122.2923365333996 37.86922525288103)","1,999","SAN PABLO","1,901","562,241.526302","94702","SAN PABLO","1,976","-16.919","35","4,191,541.41067","SAN PABLO AVE","326","Single Pole","SINGLE POLE"
"POINT (-122.29207585458414 37.86930762495919)","1,999","SAN PABLO","1,901","562,264.384999","94702","SAN PABLO","1,101","-19.766","35","4,191,550.72475","UNIVERSITY AVE","327","Single Pole","SINGLE POLE"
"POINT (-122.29201219842983 37.86923104958268)","1,999","SAN PABLO","1,901","562,270.047762","94702","SAN PABLO","1,101","-17.558","35","4,191,542.27053","UNIVERSITY AVE","328","Single Pole","SINGLE POLE"
"POINT (-122.3057321050686 37.86628670811274)","599","UNIVERSITY","201","561,065.747965","94710","UNIVERSITY","599","-28.092","25","4,191,206.5261","UNIVERSITY AVE","329","Single Pole","SINGLE POLE"
"POINT (-122.2911355039965 37.86647511337753)","1,127","ALLSTON","1,101","562,349.479955","94702","ALLSTON","2,197","-13.844","25","4,191,237.07962","SAN PABLO AVE","330","Single Pole","SINGLE POLE"
"POINT (-122.29110903507913 37.86634143281087)","1,127","ALLSTON","1,101","562,351.92085","94702","ALLSTON","2,201","-16.351","25","4,191,222.26528","SAN PABLO AVE","331","Single Pole","SINGLE POLE"
"POINT (-122.29108687583343 37.86637416775571)","1,127","ALLSTON","1,101","562,353.841532","94702","ALLSTON","2,201","-16.025","25","4,191,225.91264","SAN PABLO AVE","332","Single Pole","SINGLE POLE"
"POINT (-122.29678072523173 37.865316688996245)","2,199","6TH","2,101","561,853.90636","94710","6TH","2,131","-22.076","35","4,191,104.795","SIXTH ST","333","Pole Mast","MASTARM POLE"
"POINT (-122.29182909316751 37.86769735986764)","1,099","ADDISON","1,023","562,287.444279","94702","ADDISON","2,100","-16.066","25","4,191,372.22721","SAN PABLO AVE","334","Pole Mast","MASTARM POLE"
"POINT (-122.2919114309488 37.867877174579476)","1,099","ADDISON","1,023","562,280.050588","94702","ADDISON","2,096","-16.786","25","4,191,392.12248","SAN PABLO AVE","335","Single Pole","SINGLE POLE"
"POINT (-122.29136004473891 37.86627894661658)","1,099","ALLSTON","1,021","562,329.895114","94702","ALLSTON","2,200","-16.944","25","4,191,215.16537","SAN PABLO AVE","336","Pole Mast","MASTARM POLE"
"POINT (-122.29143503002355 37.8663030839036)","1,099","ALLSTON","1,021","562,323.278797","94702","ALLSTON","2,200","-17.111","25","4,191,217.79367","SAN PABLO AVE","337","Single Pole","SINGLE POLE"
"POINT (-122.29146336598522 37.8664079477676)","1,099","ALLSTON","1,021","562,320.697745","94702","ALLSTON","2,198","-16.467","25","4,191,229.40913","SAN PABLO AVE","338","Single Pole","SINGLE POLE"
"POINT (-122.2914509048196 37.866443636998596)","1,099","ALLSTON","1,021","562,321.764522","94702","ALLSTON","2,198","-16.483","25","4,191,233.37733","SAN PABLO AVE","339","Single Pole","SINGLE POLE"
"POINT (-122.2978546478381 37.86808935863603)","829","UNIVERSITY","801","561,757.130009","94710","UNIVERSITY","811","-21.792","25","4,191,411.71614","UNIVERSITY AVE","340","Pole Mast","MASTARM POLE"
"POINT (-122.29753207458947 37.86795590059807)","899","UNIVERSITY","831","561,785.614305","94710","UNIVERSITY","830","-20.602","35","4,191,397.12203","UNIVERSITY AVE","341","Single Pole","SINGLE POLE"
"POINT (-122.2945142857654 37.86848204557059)","2,099","9TH","2,001","562,050.606304","94710","9TH","990","-13.606","25","4,191,457.50128","UNIVERSITY AVE","342","Single Pole","SINGLE POLE"
"POINT (-122.29446181638343 37.868483325544034)","2,099","9TH","2,001","562,055.219379","94710","9TH","990","-13.692","25","4,191,457.67818","UNIVERSITY AVE","343","Single Pole","SINGLE POLE"
"POINT (-122.29429960409193 37.868557077780814)","2,099","9TH","2,001","562,069.424779","94710","9TH","1,000","-14.881","25","4,191,465.96873","UNIVERSITY AVE","344","Single Pole","SINGLE POLE"
"POINT (-122.29429848015504 37.86860041513414)","1,013","UNIVERSITY","1,001","562,069.48781","94710","UNIVERSITY","1,000","-13.715","35","4,191,470.77813","UNIVERSITY AVE","345","Single Pole","SINGLE POLE"
"POINT (-122.29237480564353 37.869169353993705)","1,099","UNIVERSITY","1,015","562,238.2073","94702","UNIVERSITY","1,976","-16.675","35","4,191,535.18295","SAN PABLO AVE","346","Pole Mast","MASTARM POLE"
"POINT (-122.29223412363598 37.86896344257605)","1,099","UNIVERSITY","1,015","562,250.754022","94710","UNIVERSITY","1,074","-13.743","35","4,191,512.43071","UNIVERSITY AVE","347","Pole Mast","MASTARM POLE"
"POINT (-122.29229107533442 37.86899151050373)","1,099","UNIVERSITY","1,015","562,245.72049","94710","UNIVERSITY","1,074","-17.158","35","4,191,515.50713","UNIVERSITY AVE","348","Single Pole","SINGLE POLE"
"POINT (-122.2982459280176 37.869377090799645)","825","HEARST","801","561,721.640327","94710","HEARST","1,816","-19.834","25","4,191,554.3331","SIXTH ST","349","Single Pole","SINGLE POLE"
"POINT (-122.29797626763256 37.869264021156354)","899","HEARST","827","561,745.452493","94710","HEARST","1,901","-23.854","25","4,191,541.96616","SIXTH ST","350","Single Pole","SINGLE POLE"
"POINT (-122.28765602478998 37.86979819998718)","1,259","UNIVERSITY","1,251","562,652.713922","94702","UNIVERSITY","1,261","-7.609","35","4,191,608.11219","UNIVERSITY AVE","351","Pole Mast","MASTARM POLE"
"POINT (-122.28758717689006 37.86961677679789)","1,259","UNIVERSITY","1,251","562,658.922324","94720","UNIVERSITY","0","-7.22","35","4,191,588.02954","UNIVERSITY AVE","352","Single Pole","SINGLE POLE"
"POINT (-122.28736181815825 37.86961637010565)","2,099","BONAR","2,001","562,678.744038","94702","BONAR","1,248","-8.936","25","4,191,588.13538","UNIVERSITY AVE","353","Pole Mast","MASTARM POLE"
"POINT (-122.28747534547185 37.869824966516354)","1,299","UNIVERSITY","1,261","562,668.581899","94702","UNIVERSITY","1,261","-7.841","35","4,191,611.20367","UNIVERSITY AVE","354","Single Pole","SINGLE POLE"
"POINT (-122.29439785831212 37.86882460807401)","1,999","9TH","1,901","562,060.55875","94710","9TH","1,001","-15.669","25","4,191,495.5863","UNIVERSITY AVE","355","Single Pole","SINGLE POLE"
"POINT (-122.29433689557827 37.86881362456667)","1,999","9TH","1,901","562,065.929707","94710","9TH","1,001","-15.808","25","4,191,494.40859","UNIVERSITY AVE","356","Single Pole","SINGLE POLE"
"POINT (-122.29459007053964 37.86873117005237)","1,999","9TH","1,901","562,043.731248","94710","9TH","997","-15.875","25","4,191,485.09118","UNIVERSITY AVE","357","Single Pole","SINGLE POLE"
"POINT (-122.29456010386902 37.86875707753309)","1,999","9TH","1,901","562,046.345539","94710","9TH","997","-15.734","25","4,191,487.98587","UNIVERSITY AVE","358","Single Pole","SINGLE POLE"
"POINT (-122.29806175338892 37.86943674906638)","1,899","6TH","1,801","561,737.789998","94710","6TH","827","-22.545","35","4,191,561.07429","HEARST AVE","359","Pole Mast","MASTARM POLE"
"POINT (-122.29120203731311 37.86652325904991)","2,199","SAN PABLO","2,131","562,343.586663","94702","SAN PABLO","2,197","-17.704","35","4,191,242.37749","SAN PABLO AVE","360","Pole Mast","MASTARM POLE"
"POINT (-122.29169238612819 37.86795801617779)","2,109","SAN PABLO","2,101","562,299.248457","94702","SAN PABLO","2,111","-17.221","35","4,191,401.23911","SAN PABLO AVE","361","Pole Mast","MASTARM POLE"
"POINT (-122.29202528675059 37.869024094980034)","2,099","SAN PABLO","2,001","562,269.070619","94702","SAN PABLO","2,001","-17.677","35","4,191,519.29923","SAN PABLO AVE","362","Single Pole","SINGLE POLE"
"POINT (-122.25874183257956 37.865957409309935)","2,499","HASTE","2,401","565,199.219627","94704","HASTE","2,464","46.216","25","4,191,201.77357","TELEGRAPH AVE","363","Single Pole","SINGLE POLE"
"POINT (-122.26081283635821 37.865675567648815)","2,499","HASTE","2,401","565,017.303878","94704","HASTE","2,400","43.189","25","4,191,169.05825","HASTE ST","364","Single Pole","SINGLE POLE"
"POINT (-122.2587652908441 37.866050746964945)","2,499","HASTE","2,401","565,197.073872","94704","HASTE","2,432","44.286","25","4,191,212.11343","TELEGRAPH AVE","365","Single Pole","SINGLE POLE"
"POINT (-122.26770386885622 37.86939064193157)","2,199","ALLSTON","2,101","564,407.941501","94704","ALLSTON","2,108","22.387","25","4,191,576.47427","ALLSTON WAY","366","Single Pole","SINGLE POLE"
"POINT (-122.26772673908658 37.86949443903914)","2,199","ALLSTON","2,101","564,405.839619","94704","ALLSTON","2,187","23.749","25","4,191,587.97529","SHATTUCK AVE","367","Single Pole","SINGLE POLE"
"POINT (-122.26743670728806 37.86572218782845)","2,199","CHANNING","2,101","564,434.63406","94704","CHANNING","2,401","19.944","25","4,191,169.63743","SHATTUCK AVE","368","Single Pole","SINGLE POLE"
"POINT (-122.26738816034924 37.86575955166641)","2,199","CHANNING","2,101","564,438.871933","94704","CHANNING","2,401","21.23","25","4,191,173.8161","SHATTUCK AVE","369","Single Pole","SINGLE POLE"
"POINT (-122.26742275709198 37.86587451045488)","2,199","CHANNING","2,101","564,435.728445","94704","CHANNING","2,399","21.159","25","4,191,186.54724","SHATTUCK AVE","370","Single Pole","SINGLE POLE"
"POINT (-122.25097770884524 37.865964367048576)","2,859","DWIGHT","2,841","565,882.135696","94704","DWIGHT","2,499","51.438","25","4,191,207.99772","PIEDMONT AVE","371","Single Pole","SINGLE POLE"
"POINT (-122.25074991763317 37.86587188543144)","2,859","DWIGHT","2,841","565,902.254188","94704","DWIGHT","2,450","50.816","25","4,191,197.89769","WARRING ST","372","Single Pole","SINGLE POLE"
"POINT (-122.2583865276908 37.86519542065116)","2,499","TELEGRAPH","2,451","565,231.143098","94704","TELEGRAPH","2,499","50.473","35","4,191,117.47761","TELEGRAPH AVE","373","Single Pole","SINGLE POLE"
"POINT (-122.25843645335215 37.865217039851586)","2,499","TELEGRAPH","2,451","565,226.732216","94704","TELEGRAPH","2,499","50.752","35","4,191,119.8415","TELEGRAPH AVE","374","Single Pole","SINGLE POLE"
"POINT (-122.25855535557592 37.86520456673267)","2,499","TELEGRAPH","2,451","565,216.284808","94704","TELEGRAPH","2,482","50.575","35","4,191,118.37485","TELEGRAPH AVE","375","Single Pole","SINGLE POLE"
"POINT (-122.25857911477169 37.86594339803772)","2,499","TELEGRAPH","2,451","565,213.544618","94704","TELEGRAPH","2,455","43.593","35","4,191,200.33281","TELEGRAPH AVE","376","Single Pole","SINGLE POLE"
"POINT (-122.25889551027576 37.86776393887975)","2,599","DURANT","2,501","565,184.110624","94704","DURANT","2,500","52.484","25","4,191,402.10411","DURANT AVE","377","Single Pole","SINGLE POLE"
"POINT (-122.25664126675753 37.86802383199841)","2,399","BOWDITCH","2,321","565,382.156217","94704","BOWDITCH","2,600","51.266","25","4,191,432.51616","DURANT AVE","378","Single Pole","SINGLE POLE"
"POINT (-122.25678255136923 37.86800179600473)","2,399","BOWDITCH","2,321","565,369.749217","94704","BOWDITCH","2,328","51.363","25","4,191,429.97293","BOWDITCH ST","379","Single Pole","SINGLE POLE"
"POINT (-122.26313833519494 37.86554329178784)","2,423","ELLSWORTH","2,401","564,812.871859","94704","ELLSWORTH","2,301","30.434","25","4,191,152.76419","HASTE ST","380","Single Pole","SINGLE POLE"
"POINT (-122.25853620237044 37.86598562821573)","2,599","HASTE","2,501","565,217.281707","94704","HASTE","2,455","43.874","25","4,191,205.04829","TELEGRAPH AVE","381","Single Pole","SINGLE POLE"
"POINT (-122.2589310929353 37.86693127386664)","2,499","CHANNING","2,401","565,181.714662","94704","CHANNING","2,392","48.89","25","4,191,309.69296","TELEGRAPH AVE","382","Pole Mast","MASTARM POLE"
"POINT (-122.28180449083357 37.86727682038077)","1,499","ALLSTON","1,401","563,169.532274","94702","ALLSTON","2,200","-4.064","25","4,191,332.30495","SACRAMENTO ST","383","Single Pole","SINGLE POLE"
"POINT (-122.28186700618183 37.86740114748875)","1,499","ALLSTON","1,401","563,163.927942","94702","ALLSTON","2,152","0.085","25","4,191,346.05727","SACRAMENTO ST","384","Single Pole","SINGLE POLE"
"POINT (-122.28166662507498 37.867278067612475)","2,299","SACRAMENTO","2,201","563,181.656965","94702","SACRAMENTO","2,200","-1.683","35","4,191,332.53695","SACRAMENTO ST","385","Single Pole","SINGLE POLE"
"POINT (-122.28154983355078 37.86751521695606)","2,167","SACRAMENTO","2,101","563,191.72781","94703","SACRAMENTO","2,153","3.313","35","4,191,358.92823","SACRAMENTO ST","386","Single Pole","SINGLE POLE"
"POINT (-122.2816718481463 37.867506774572206)","2,167","SACRAMENTO","2,101","563,181.002533","94702","SACRAMENTO","2,152","-2.133","35","4,191,357.90919","SACRAMENTO ST","387","Single Pole","SINGLE POLE"
"POINT (-122.26814035561365 37.868504897687764)","2,099","KITTREDGE","2,051","564,370.320813","94704","KITTREDGE","2,060","23.131","25","4,191,477.89864","ALLSTON WAY","388","Single Pole","SINGLE POLE"
"POINT (-122.26815286081934 37.86838535325488)","2,099","KITTREDGE","2,051","564,369.325367","94704","KITTREDGE","2,090","22.99","25","4,191,464.62684","KITTREDGE ST","389","Single Pole","SINGLE POLE"
"POINT (-122.26780680398464 37.86769740048365)","2,299","SHATTUCK","2,251","564,400.362151","94704","SHATTUCK","2,276","21.947","35","4,191,388.53514","SHATTUCK AVE","390","Single Pole","SINGLE POLE"
"POINT (-122.2676966075635 37.86771900137462)","2,299","SHATTUCK","2,251","564,410.035287","94704","SHATTUCK","2,105","22.957","35","4,191,391.00773","BANCROFT WAY","391","Single Pole","SINGLE POLE"
"POINT (-122.26364964936907 37.867131316276065)","2,299","DURANT","2,201","564,766.506542","94704","DURANT","2,298","35.683","25","4,191,328.6041","DURANT AVE","392","Single Pole","SINGLE POLE"
"POINT (-122.26567710246931 37.86687801940304)","2,299","DURANT","2,201","564,588.398617","94704","DURANT","2,200","25.26","25","4,191,299.09506","DURANT AVE","393","Single Pole","SINGLE POLE"
"POINT (-122.26367067929833 37.86728219427367)","2,299","DURANT","2,201","564,764.524734","94704","DURANT","2,241","38.081","25","4,191,345.32992","DURANT AVE","394","Single Pole","SINGLE POLE"
"POINT (-122.25386358087373 37.86576762391311)","2,499","COLLEGE","2,431","565,628.472681","94704","COLLEGE","0","61.596","35","4,191,184.13486","DWIGHT WAY","395","Pole Mast","MASTARM POLE"
"POINT (-122.25412298465704 37.86650345062501)","2,499","COLLEGE","2,431","565,605.002831","94704","COLLEGE","2,612","60.284","35","4,191,265.59422","HASTE ST","396","Single Pole","SINGLE POLE"
"POINT (-122.25417837764455 37.86756159770064)","2,399","COLLEGE","2,321","565,599.192691","94704","COLLEGE","2,345","62.32","35","4,191,382.95904","COLLEGE AVE","397","Single Pole","SINGLE POLE"
"POINT (-122.25434453711699 37.86823864386233)","2,399","COLLEGE","2,321","565,583.977641","94704","COLLEGE","2,333","60.458","35","4,191,457.96227","COLLEGE AVE","398","Single Pole","SINGLE POLE"
"POINT (-122.2544991402687 37.86829226372942)","2,399","COLLEGE","2,321","565,570.332127","94704","COLLEGE","0","61.381","35","4,191,463.80178","COLLEGE AVE","399","Single Pole","SINGLE POLE"
"POINT (-122.26101546393501 37.86575886439765)","2,399","HASTE","2,301","564,999.407562","94704","HASTE","2,418","42.205","25","4,191,178.15941","DANA ST","400","Single Pole","SINGLE POLE"
"POINT (-122.26780199161058 37.86570457393807)","2,099","CHANNING","2,001","564,402.519737","94704","CHANNING","2,410","18.736","25","4,191,167.43146","SHATTUCK AVE","401","Single Pole","SINGLE POLE"
"POINT (-122.26768475234202 37.8656772873048)","2,099","CHANNING","2,001","564,412.855804","94704","CHANNING","2,410","18.419","25","4,191,164.48449","SHATTUCK AVE","402","Single Pole","SINGLE POLE"
"POINT (-122.26782083712375 37.865821157928)","2,099","CHANNING","2,001","564,400.760246","94707","CHANNING","2,352","23.007","25","4,191,180.35322","SHATTUCK AVE","403","Single Pole","SINGLE POLE"
"POINT (-122.26773268149421 37.86586316780043)","2,099","CHANNING","2,001","564,408.47813","94707","CHANNING","2,352","21.312","25","4,191,185.07513","SHATTUCK AVE","404","Single Pole","SINGLE POLE"
"POINT (-122.26750959541063 37.86495939721065)","2,449","SHATTUCK","2,401","564,428.886894","94704","SHATTUCK","2,440","21.371","35","4,191,084.9542","SHATTUCK AVE","405","Single Pole","SINGLE POLE"
"POINT (-122.26758471703053 37.86569866019344)","2,449","SHATTUCK","2,401","564,421.635739","94704","SHATTUCK","2,410","19.035","35","4,191,166.92457","SHATTUCK AVE","406","Single Pole","SINGLE POLE"
"POINT (-122.25402392317402 37.86577975286221)","2,699","DWIGHT","2,641","565,614.358582","94704","DWIGHT","2,612","59.425","35","4,191,185.36797","HASTE ST","407","Single Pole","SINGLE POLE"
"POINT (-122.2540080310174 37.865633780826506)","2,699","DWIGHT","2,641","565,615.885691","94704","DWIGHT","2,504","60.064","35","4,191,169.1835","COLLEGE AVE","408","Single Pole","SINGLE POLE"
"POINT (-122.25141025391636 37.86594017571296)","2,839","DWIGHT","2,801","565,844.110661","94704","DWIGHT","2,513","51.071","25","4,191,205.00856","PIEDMONT AVE","409","Single Pole","SINGLE POLE"
"POINT (-122.2511203826334 37.8658124804893)","0","PIEDMONT","0","565,869.721832","94704","PIEDMONT","2,513","51.066","25","4,191,191.04454","PIEDMONT AVE","410","Single Pole","SINGLE POLE"
"POINT (-122.26085540155819 37.86583229645443)","2,419","DANA","2,403","565,013.422634","94704","DANA","2,407","41.961","25","4,191,186.41808","DANA ST","411","Single Pole","SINGLE POLE"
"POINT (-122.26783002274271 37.866594355245205)","2,099","DURANT","2,001","564,399.279838","94707","DURANT","2,352","22.797","25","4,191,266.13482","SHATTUCK AVE","412","Pole Mast","MASTARM POLE"
"POINT (-122.26759420760904 37.86590175694907)","2,399","SHATTUCK","2,341","564,420.624187","94707","SHATTUCK","2,352","21.258","35","4,191,189.45233","SHATTUCK AVE","413","Single Pole","SINGLE POLE"
"POINT (-122.2542033197437 37.86663878282195)","2,699","HASTE","2,601","565,597.81718","94704","HASTE","0","59.645","25","4,191,280.55288","CHANNING WAY","414","Single Pole","SINGLE POLE"
"POINT (-122.2540158511758 37.866614931289874)","0","COLLEGE","0","565,614.327805","94704","COLLEGE","2,425","57.025","35","4,191,278.03845","COLLEGE AVE","415","Single Pole","SINGLE POLE"
"POINT (-122.25397886454095 37.86647664882323)","2,799","HASTE","2,701","565,617.703999","94704","HASTE","2,431","59.538","25","4,191,262.72202","COLLEGE AVE","416","Single Pole","SINGLE POLE"
"POINT (-122.27258141523869 37.866918660057166)","1,899","BANCROFT","1,821","563,981.076182","94704","BANCROFT","0","10.168","25","4,191,298.84878","M L KING JR WAY","417","Pole Mast","MASTARM POLE"
"POINT (-122.27224208535394 37.865275381587615)","2,399","MARTIN LUTHER KING J","2,301","564,012.344393","94704","MARTIN LUTHER KING J","0","9.725","35","4,191,116.75661","M L KING JR WAY","418","Pole Mast","MASTARM POLE"
"POINT (-122.26743840135862 37.86679601142283)","2,199","DURANT","2,101","564,433.550321","94704","DURANT","2,333","24.382","25","4,191,288.77853","SHATTUCK AVE","419","Single Pole","SINGLE POLE"
"POINT (-122.26584885699964 37.866816009979644)","2,399","FULTON","2,321","564,573.345136","94704","FULTON","2,140","27.034","25","4,191,292.09609","DURANT AVE","420","Single Pole","SINGLE POLE"
"POINT (-122.26571085515175 37.86683871817189)","2,399","FULTON","2,321","564,585.464352","94704","FULTON","2,200","24.848","25","4,191,294.7113","DURANT AVE","421","Single Pole","SINGLE POLE"
"POINT (-122.25855520042738 37.866826315062)","2,599","CHANNING","2,501","565,214.869534","94704","CHANNING","2,409","46.862","25","4,191,298.31114","TELEGRAPH AVE","422","Single Pole","SINGLE POLE"
"POINT (-122.25870967801063 37.8669134783027)","2,599","CHANNING","2,501","565,201.205024","94704","CHANNING","2,409","46.512","25","4,191,307.87378","TELEGRAPH AVE","423","Single Pole","SINGLE POLE"
"POINT (-122.25872607306543 37.86690806562262)","2,599","CHANNING","2,501","565,199.768166","94704","CHANNING","2,409","47.099","25","4,191,307.26208","TELEGRAPH AVE","424","Single Pole","SINGLE POLE"
"POINT (-122.25872936001021 37.866983406360326)","2,599","CHANNING","2,501","565,199.412398","94704","CHANNING","2,375","45.351","25","4,191,315.61889","TELEGRAPH AVE","425","Single Pole","SINGLE POLE"
"POINT (-122.2683319648396 37.87019491743185)","2,099","CENTER","2,001","564,351.998524","94704","CENTER","2,150","27.723","25","4,191,665.27738","SHATTUCK AVE","426","Single Pole","SINGLE POLE"
"POINT (-122.26831360254123 37.87033980672082)","2,099","CENTER","2,001","564,353.487321","94704","CENTER","2,144","26.426","25","4,191,681.36585","SHATTUCK AVE","427","Single Pole","SINGLE POLE"
"POINT (-122.26343918984549 37.867176832755874)","2,399","DURANT","2,301","564,784.978189","94704","DURANT","2,300","34.518","25","4,191,333.79958","DURANT AVE","428","Single Pole","SINGLE POLE"
"POINT (-122.25417796716137 37.8674353899766)","2,429","COLLEGE","2,401","565,599.340651","94704","COLLEGE","2,700","59.706","35","4,191,368.95609","CHANNING WAY","429","Single Pole","SINGLE POLE"
"POINT (-122.25433330755352 37.867418723017884)","2,699","CHANNING","2,601","565,585.692188","94704","CHANNING","0","56.904","25","4,191,366.99735","CHANNING WAY","430","Single Pole","SINGLE POLE"
"POINT (-122.25439473213206 37.867540547518495)","2,699","CHANNING","2,601","565,580.181886","94704","CHANNING","0","65.012","25","4,191,380.47147","COLLEGE AVE","431","Pole Mast","MASTARM POLE"
"POINT (-122.26807275157059 37.86762194856205)","2,099","BANCROFT","2,001","564,377.035737","94704","BANCROFT","2,276","21.286","25","4,191,379.98035","SHATTUCK AVE","432","Single Pole","SINGLE POLE"
"POINT (-122.26793732258932 37.86768283605668)","2,099","BANCROFT","2,001","564,388.894725","94704","BANCROFT","2,276","21.579","25","4,191,386.82963","SHATTUCK AVE","433","Single Pole","SINGLE POLE"
"POINT (-122.2680375695432 37.8675110385611)","2,099","BANCROFT","2,001","564,380.226559","94704","BANCROFT","2,300","21.831","25","4,191,367.69895","SHATTUCK AVE","434","Single Pole","SINGLE POLE"
"POINT (-122.26758440980525 37.866823846803264)","2,339","SHATTUCK","2,301","564,420.68338","94704","SHATTUCK","2,333","24.121","35","4,191,291.76664","SHATTUCK AVE","435","Single Pole","SINGLE POLE"
"POINT (-122.26788498597038 37.867462397986564)","2,339","SHATTUCK","2,301","564,393.689344","94704","SHATTUCK","2,300","20.871","35","4,191,362.40751","SHATTUCK AVE","436","Single Pole","SINGLE POLE"
"POINT (-122.26779233546682 37.86750450521344)","2,339","SHATTUCK","2,301","564,401.802786","94704","SHATTUCK","2,300","21.015","35","4,191,367.14251","SHATTUCK AVE","437","Single Pole","SINGLE POLE"
"POINT (-122.26781498405589 37.86680147690238)","2,339","SHATTUCK","2,301","564,400.422454","94704","SHATTUCK","2,300","23.028","35","4,191,289.12554","SHATTUCK AVE","438","Single Pole","SINGLE POLE"
"POINT (-122.26609389930339 37.86785466608521)","2,199","BANCROFT","2,101","564,550.885836","94704","BANCROFT","2,288","27.032","35","4,191,407.16782","FULTON ST","439","Single Pole","SINGLE POLE"
"POINT (-122.26601985423468 37.8677286410206)","2,319","FULTON","2,301","564,557.508094","94704","FULTON","2,190","32.065","25","4,191,393.23577","BANCROFT WAY","440","Single Pole","SINGLE POLE"
"POINT (-122.26594666801302 37.867741487814776)","2,319","FULTON","2,301","564,563.934424","94704","FULTON","2,190","29.502","25","4,191,394.71213","BANCROFT WAY","441","Single Pole","SINGLE POLE"
"POINT (-122.26596357670313 37.86789834231639)","0","BANCROFT","0","564,562.310212","94704","","2,288","27.116","35","4,191,412.10323","FULTON ST","442","Single Pole","SINGLE POLE"
"POINT (-122.25414383694952 37.86745872631287)","2,799","CHANNING","2,701","565,602.321929","94704","CHANNING","2,700","59.572","25","4,191,371.5697","CHANNING WAY","443","Single Pole","SINGLE POLE"
"POINT (-122.26112549932637 37.86743730343217)","2,499","DURANT","2,401","564,988.255244","94704","DURANT","2,436","44.21","25","4,191,364.30771","DURANT AVE","444","Single Pole","SINGLE POLE"
"POINT (-122.25879890103522 37.86702091069137)","2,399","TELEGRAPH","2,351","565,193.262792","94704","TELEGRAPH","2,375","47.072","35","4,191,319.73101","TELEGRAPH AVE","445","Single Pole","SINGLE POLE"
"POINT (-122.26123049651513 37.86760339891262)","2,349","DANA","2,301","564,978.873893","94704","DANA","2,418","45.481","25","4,191,382.66371","BANCROFT WAY","446","Single Pole","SINGLE POLE"
"POINT (-122.26759160179837 37.86849134573972)","2,199","KITTREDGE","2,101","564,418.599155","94704","KITTREDGE","2,110","25.406","25","4,191,476.77386","KITTREDGE ST","447","Single Pole","SINGLE POLE"
"POINT (-122.2676646495535 37.86858615097173)","2,199","KITTREDGE","2,101","564,412.091462","94704","KITTREDGE","2,231","24.364","25","4,191,487.24168","SHATTUCK AVE","448","Single Pole","SINGLE POLE"
"POINT (-122.26585944403273 37.86791407853044)","2,299","FULTON","2,231","564,571.456254","94704","FULTON","2,200","23.328","25","4,191,413.92165","BANCROFT WAY","449","Single Pole","SINGLE POLE"
"POINT (-122.2658685327688 37.86791692920765)","2,299","FULTON","2,231","564,570.654243","94704","FULTON","2,200","26.567","25","4,191,414.23158","BANCROFT WAY","450","Single Pole","SINGLE POLE"
"POINT (-122.27287767106387 37.86883840837964)","1,899","ALLSTON","1,829","563,953.359393","94703","ALLSTON","2,100","15.044","25","4,191,511.64547","M L KING JR WAY","451","Single Pole","SINGLE POLE"
"POINT (-122.27280632534269 37.86869685333008)","1,899","ALLSTON","1,829","563,959.756485","94704","ALLSTON","2,200","12.943","25","4,191,495.98913","M L KING JR WAY","452","Single Pole","SINGLE POLE"
